job_add,job_duty,job_name,job_require,job_time,job_type
北京,"1.负责智慧景区小程序、H5、公众号等开发
2.负责智慧景区相关大数据平台、数据编辑系统等开发",CSIG16-行业创新中心web前端开发（北京）,"1.计算机或者相关专业，本科以上学历
2.熟练掌握HTML5/ES6/CSS3等Web开发技能，有Vue，React等框架和库的使用经验
3.具有丰富的node开发经验（经验丰富的加分）
4.对Web标准有良好认识，能够高保真还原设计稿，兼容各种浏览器
5.具有良好的编程思想和编码习惯
6.具有很强的学习能力，有强烈的责任心和进取心，乐于学习和技术分享，抗压能力强。",2020年06月19日,技术
广州,"负责平台级的web站点架构设计，通用能力工具开发，通过技术提升前端开发效率。
",25664-web前端高级开发工程师（广州）,"5年以上前端开发经验；
熟练使用 HTML/CSS/JS等前端技术，熟悉Web前端的性能优化，并对Web安全有丰富的认识和经验；
熟练掌握vuejs，并有实际开发经验；
熟练掌握webpack，并有实际编写插件的经验；
熟练掌握nodejs开发，并有实际项目开发经验；
熟悉Linux，windows操作系统环境，精通shell/python等脚本语言，有实际服务器部署经验；
良好的沟通能力，能适应项目快速节奏。",2020年06月19日,技术
深圳,"1、负责敏捷分析工具系统的开发建设；
2、负责系统架构持续优化，代码质量的优化和功能模块组件化，微服务化的改造。	",30359-灯塔-JavaWeb后台开发工程师,"1、计算机相关专业本科及以上学历，3年以上Java开发经验，精通java技术，熟悉JVM、分布式缓存、消息队列、消息中间件、RPC框架、负载均衡等； 
2、熟悉面向对象和设计模式，熟悉主流开源应用框架，如Spring、MyBatis、SpringMVC等应用框架并熟悉实现原理，掌握Maven多模块管理工程依赖、git等代码管理工具； 
  3、熟悉分布式、多线程、高并发及高可用、设计、编码和调优；熟悉常用的网络通信协议原理； 
  4、熟练主流数据库MySql/NoSQL如Redis、MongoDB，具备优秀的数据建模能力和数据库分库分表设计能；    
  5、责任心强，有担当，有良好的编码习惯，遵守团队开发规范和代码规范，良好的逻辑思维能力，具有很强的分析问题和解决问题的能力、团队协作能力和沟通能力。
  6、熟悉restful api设计规范、并有相关项目经验
  7、最好有企业级产品研发经验",2020年06月20日,技术
深圳,"负责研发平台相关系统的建设，为研发人员打造全流程的研发支撑体系。
与团队密切合作，聚焦研发流程各环节的效率提升，建立更高效的研发模式提升团队研发效率，设计并开发配套工具与系统，协作并致力相关系统的实施落地。",28603-微信支付效能工具web前端开发工程师（深圳/广州）,"1.本科及以上学历；  
2.2年以上开发经验，代码、算法、数据结构能力扎实，逻辑清晰细致负责，有良好的编码规范，专业有技术追求；
3.熟悉业界常见的组件框架，能熟练的使用React、Angular、Vue等框架中的一种，并对其原理有过深入理解；
4.熟悉web领域内常见的安全问题及防控方式；
5.对用户体验有思考和极致追求，有效的通过监控、上报改善用户体验;
6.[Nodejs/Python/PHP/C++/Java]中一种或多种开发语言，有全栈开发经验者优先；
7.对 SVG、Canvas 等有深刻的了解者优先；
8.对DSL技术有研究和项目经验者优先；
9.有模型驱动开发、可视化开发、低代码开发技术有研究或项目经验者优先.",2020年06月20日,技术
深圳,"负责微信支付行业相关产品的开发， 为亿级用户提供优质顺畅的支付服务和极致体验；
设计和建造高效、可重用的界面架构,可对JavaScript程序组件模块开发；
通过各种前端技术手段,提高用户体验并满足性能要求。",28601-微信支付行业Web前端开发工程师（深圳）,"熟练使用Vue开发项目(PC端、移动端),熟悉前端框架,包括但不限react、Angular;
精通HTML及CSS,包括HTML5及CSS3。产出页面布局及细节合理,能快速解决浏览器兼容性问题,有效解决和改善各种手机适配问题;
精通Javascript,包括基本对象及操作、DOM操作、事件、Ajax、错误处理、兼容性、ES5/6等内容;
熟悉Web前端组件化/模块化开发模式和前端工程化实践;
熟悉一门后端语言(如PHP/C++等)，全栈开发者优先;
责任心强，有较好的逻辑思维能力、沟通能力、能够承担工作压力，有强烈的求知欲，以及优秀的学习能力。
",2020年06月12日,技术
深圳,"参与腾讯SaaS千帆 - aPaaS核心平台研发，打造无代码、低代码的SaaS开发生态；
参与aPaaS系统的架构设计，腾讯云相关底层能力集成，建设aPaaS核心模块，元数据仓库，领域模型，工作流等；
文档的撰写、维护，团队知识传承和技术体系建设。

",25663-aPaaS前端web研发高级工程师（深圳）,"本科及以上学历，计算机、软件、数学等相关专业；
5年以上前端开发工作经验； 熟练掌握Web前端技术HTML5、CSS3、JavaScript，熟悉ES6； 
熟悉HTTP协议和W3C标准，熟练掌握盒模型、常用布局以及浏览器和移动设备兼容性； 
至少精通Vue、React一种，并有相关项目经验；有一定微信小程序开发经验; 
具备一定的响应式，跨终端网页开发经验，对移动端HTML5应用开发规范有一定的理解； 
充满好奇心，对技术有热情，享受coding； 同产品经理及后台研发同学保持高效沟通，确保开发工作顺利进行；
学习能力强，保持技术敏感度，有强烈的责任心和进取心，有良好的执行力和沟通能力；
有良好的团队合作及抗压能力，有强烈的主人翁意识推进事务进展； 
有aPaaS，SAP，Siebel，Salesforce相关行业经验优先。
",2020年06月14日,技术
深圳,"负责Gcloud官网，控制台，以及运营系统相关业务的开发和优化； 
负责Apollo手游服务化系统相关业务的开发和优化； 
承担游戏云横向解决方案的前端业务开发及性能优化。",25928-Web前端开发工程师（深圳）,"全日制本科学历及以上，计算机类相关专业，2年以上工作经验；
精通JavaScript，熟悉HTML、CSS，深入理解各种前端技术；
能够手写原生JS代码，至少精通一种前端类库，如jQuery, Zepto等； 
精通一种或者几种前端开发框架，如React、VUE等； 
了解常用的Web性能优化手段，并有实际的调优经验； 
有团队协作精神和较强的逻辑分析能力，能积极学习业界新技术并运用推广。",2020年06月14日,技术
深圳,"负责腾讯海外数字商品支付前端架构设计和开发工作，如游戏币充值；
参与需求评审、架构设计、编码设计和上线运维； 
负责用户体验优化，包括但不限于：业务流程、前端展示、性能、安全等；

关于我们：我们是腾讯TEG计费平台部。部门主要是负责腾讯所有产品的购买行为的结算平台，提供基础技术支撑以及智慧营销、智能风控等能力，包括QQ、微信、腾讯视频、腾讯云、游戏等，海量数据全部导入和在此平台进行聚合支付。部门目前主要产品包括米大师，腾讯支付和自研分布式数据库TDSQL等多模块，涉及跨境支付、智慧零售、智慧校园、ToB企业服务等场景。",TEG15-腾讯海外支付web前端开发工程师（深圳）,"精通HTML/JavaScript/NodeJs等Web前端技术，熟悉CSS；
熟练使用常见的主流前端框架（vue、react）、工程化工具，提升团队工作效率；
熟悉HTTP(S)、H2协议；
熟悉常见的Web前端性能以及安全问题；
掌握至少一门服务端编程语言；
具有良好的学习能力、沟通能力、服务理念和合作精神，能接受挑战并承担工作压力者优先。",2020年06月16日,技术
深圳,"负责通过技术提升用户体验和可用性；
负责实现突破web多终端设备限制，为更多用户群体提供更好地产品体验。",PCG17-web前端开发工程师（深圳）,"本科及以上学历； 
2年以上前端工作经验； 
熟悉B/S开发技术，熟练掌握javascript、Ajax、Css、HTML、Nodejs等web开发领域相关技术； 
熟悉至少一种JS框架（react,vue等）技术，对html5技术有一定了解；
熟练使用常见的框架、库类、工程化工具，提升团队工作效率; 熟悉基本的计算机网络概念，熟悉HTTP协议，了解TCP/IP的基本工作原理，熟悉各种Web标准规范； 
理解 Web 标准，具备较强的沟通交流和团队合作能力； 
熟悉linux，有node.js,php开发经验者优先；
具备较强的沟通交流和团队合作能力；
具备较强的工作主动性和学习进取精神，能接受挑战并承担工作压力。
对业界的最新技术发展动态有比较密切的关注，有成功的互联网站点开发经历者优先，",2020年06月17日,技术
深圳,"负责腾讯云计费平台前端架构与业务开发； 
负责工具、框架建设、性能优化，追求敏捷研发效率；  
负责项目技术难题攻关和新技术预研；",22989-计费产品Web前端高级工程师,"本科学历及以上，具备3年以上前端开发经验；
技术方案设计清晰，熟练使用React技术栈，理解对应设计、原理； 
熟悉HTTP、TCP/IP协议，掌握前端工程化工具如webpack、脚手架，具有性能优化经验，熟悉CI工具更佳； 
了解Node.js开发、运维经验，知晓相关的监控指标与系统优化；
加分项：具备移动端Web、小程序开发经验，熟悉各端调试工具与方法；
加分项：关注行业发展动态，热衷新技术学习实践；",2020年06月18日,技术
深圳,"负责智慧教育相关项目H5/小程序/web开发、架构设计和优化工作；
和产品经理、设计师、后台开发等讨论产品设计，共同制定出最优解决方案；
优化研发流程，确保产品的交付质量和效率，保障产品和服务的稳定性。",CSIG02-智慧教育web前端开发工程师（深圳）,"计算机相关专业本科及以上学历，3年以上web前端开发工作经验； 
精通HTML5/CSS/JS/jQuery/React/Vue等web前端知识和框架，对前端性能优化、web安全方案有丰富经验；
热爱编程，有激情，有创造力，喜欢研究新技术、新标准，对前端工程化、组件化、模块化有深入理解和思考； 
熟悉Node.js/PHP或其他类似后台技术，对前后端联合开发有全面认识；
对HTTP、HTTPS、TCP/IP协议和相关的其他底层网络协议有比较全面的了解；
有云开发经验、toB项目经验和团队管理经验者优先；
通过腾讯云技术认证或同等资格认证者优先。",2020年06月18日,技术
深圳,"根据产品需求，分析并提出合理的页面前端结构解决方案；
负责面向企业的应用/服务管理平台的模块设计和开发；
负责产品的开发和优化，保障产品交付的高质量顺利执行；
",TEG06-Web前端开发工程师,"1.本科及以上学历,三年以上开发经验，代码、算法、数据结构能力扎实，逻辑清晰细致负责，有良好的编码规范，专业有技术追求； 
2.熟练掌握前端开发知识体系，熟悉前端工程的构建、打包、部署，能熟练运用各类前端工具； 
3.熟悉业界常见的组件框架，能熟练的使用React、Angular、Vue等框架中的一ß种，并对其原理有过深入理解； 
4.熟悉web领域内常见的安全问题及防控方式； 
5.对用户体验有思考和极致追求，有效的通过监控、上报改善用户体验;
6.沟通顺畅，有一定抗压能力；",2020年06月18日,技术
重庆,"1. 负责腾讯云CSIG能源行业产品的web前端页面的开发，维护和优化工作； 
2. 参与前端框架的搭建，负责公共组件的开发和维护；
3. 承担相关业务的web开发任务，完成系统设计，功能开发，测试验证和灰度发布，确保开发质量和开发效率；
4. 参与整个前端架构的持续优化和技术改进，通过技术改进提升团队工作效率和质量；
5. 能够快速响应并定位解决线上突发问题。",29777-智慧能源Web前端开发工程师（腾讯云全资子公司）,"1. 本科以上学历，2年或以上的web开发经验； 
2. 能够熟练运用 HTML、CSS、javascript 构建高性能的web应用程序； 
3. 熟悉原生javascript，熟悉使用vue.js, react.js等框架及类库； 
4. 熟悉移动端web开发或hybrid开发模式更佳,理解web标准和兼容性，对可用性相关知识有实际的了解和实践经验； 
5. 熟悉常用WEB开发调试工具； 有使用grunt、gulp、webpack等工具进行前端工程化经验； 
6. 熟悉HTTP基本原理，有linux经验优先； 
7. 工作态度端正，能够积极主动、高效推动项目完成； 
8. 具有良好的逻辑思维及语言表达能沟通力，要能高效配合团队成员，共同完成项目。",2020年06月18日,技术
深圳,"负责内容平台中心业务及其新业务的web前端架构设计和研发；
负责团队开源项目建设和工具研发； 
研究和探索前端新技术,能帮助团队建立对前端新技术的引导与评估；",16088-信息流Web前端高级开发工程师,"具有1年以上相关工作经验；
具有高度的责任心、勇于承担责任；
积极主动，敢于接受挑战，性格开朗，有较强的团队合作精神；
能够熟练运用 HTML、CSS、JavaScript 构建高性能的web应用程序；
熟悉移动端web开发或hybrid开发模式更佳；
理解web标准和兼容性，对可用性相关知识有实际的了解和实践经验；
能够熟练运用至少一款主流的JS框架，具有良好的代码风格、接口设计与程序架构；
掌握至少一门服务器端编程语言，对 OOP有一定的认识；
思路清晰，积极主动，具备良好的沟通能力和团队协作精神。",2020年06月04日,技术
北京,"负责腾讯地图手机端H5功能开发；
手机地图合作项目小程序、公众号等功能开发。",CSIG16-手机地图web前端开发（北京）,"计算机或相关专业本科以上学历,3年以上web前端开发工作经验；
熟练掌握（精通更好）HTML5/ES6/CSS3等Web开发技能，对Vue，webpack等技术非常熟悉；
具有node开发经验（经验丰富的加分）；
对Web性能/安全有较深的见解和相关处理方案；
对Web标准有良好认识，能够高保真还原设计稿，兼容各种浏览器；
具有良好的编程思想和编码习惯；
具有很强的学习能力和技术敏感度，有强烈的责任心和进取心，乐于学习和技术分享，抗压能力强。",2020年06月04日,技术
成都,"负责企业微信Web前端开发和优化工作；
支持前端工程化建设，包括流程、规范、工具的建设等。",WXG10-企业微信web前端开发工程师（成都）,"熟练掌握JavaScript、HTML、CSS和HTTP协议等Web开发所需技能；
熟悉在线协作文档技术者优先；
熟悉并掌握常用的数据结构，有优秀的算法能力；
有优秀的分析、解决问题的能力；
有良好的责任心和主动性，良好的团队协作能力。",2020年06月05日,技术
深圳,"负责腾讯视频游戏中心的前端开发工作,前端架构以及整体性能调优",31112-腾讯视频web前端开发工程师（深圳）,"本科及以上学历，两年以上前端开发经验；
熟练掌握HTML/CSS/JavaScript等前端开发技能；
熟练掌握React/Angular/Vue等主流前端库且有实际项目经验，对MVC/MVVM模式、前端组件化开发有一定理解和思考；
熟悉前端工程化相关的Webpack/Grunt/Gulp等工具的使用和配置；
熟悉常见性能优化、衡量方法；
熟悉常见网络协议，掌握至少一门服务器端编程语言，有Node.js开发经验优先；
逻辑分析能力强，善于沟通，具备良好的沟通能力和团队协作精神。",2020年06月05日,技术
深圳,"负责腾讯工蜂代码管理产品的PC端和移动端的页面开发； 
负责腾讯工蜂代码管理产品的前端架构设计、组件设计和性能优化； 
参与研发过程的产品设计、交互设计和规范制定。",TEG04-腾讯工蜂Web前端开发工程师（深圳）,"本科及以上学历，2年以上Web前端开发经验； 
熟悉HTML5/CSS3/ES6，有主流Javascript框架Vue/React/Augular实践经验； 
熟悉前端构建工具，如Gulp、Webpack等； 
熟悉Web性能优化, 有性能优化实践经验； 
具备较强的前端安全意识，有web安全攻防经验； 
具备良好的沟通能力和团队协作能力； 
具备以下条件者优先： 熟悉Git使用； 有NodeJs开发经验； 有微信小程序开发经验。",2020年06月05日,技术
深圳,"负责腾讯海量网络运营支撑系统的前端开发工作；  
参与腾讯网络运营系统架构方案设计与探讨，变更流程设计与开发；
负责上述存量系统的运营支撑工作；",TEG02-网络运营系统web前端开发工程师,"全日制统招本科及以上学历，两年以上互联网、通信相关行业头部公司开发岗位工作经验，有大型Web开发经验优先，有通信网络管理系统开发经验尤佳；
熟练掌握 Javascript/CSS/HTML，熟悉常用前端框架和研发模式（如React、Vue等）；熟悉flowable、activiti等流程引擎优先；
熟悉HTTP协议，能定位常见的HTTP协议相关故障，了解基本的web开发安全知识原理和防御；
具备工程化的前端思维，对技术有较强的好奇心，具备较好的问题分析与解决能力，对业界通用开发规范有一定的认识；
对业界动态有自己的见解，爱学习爱分享，善沟通；",2020年06月07日,技术
西安,负责腾讯云COS对象存储的管理控制台、运营系统、私有化部署管控系统及客户端工具的开发和维护工作。,22989-存储Web前端开发工程师(腾讯云全资子公司),"计算机或相关专业，本科及以上学历；
基础扎实，熟悉常用的数据结构和算法；掌握操作系统与计算机网络等专业知识； 
熟悉Javascript/HTML/CSS等前端开发技术，使用过react或vue等主流前端框架； 
对TCP/IP、HTTP、HTTPS等网络协议有深入了解，有性能优化经验，拥有良好的安全意识，熟悉常见的网络安全攻防策略；熟悉Node.js，有服务端编程经验，对服务可用性有一定的了解； 
具有较强的沟通能力与团队合作精神； 具有良好的分析问题、解决问题的能力以及较强的学习能力；
通过腾讯云技术认证或同等资格认证的优先录取。
注：此岗位为腾讯集团旗下全资子公司编制岗位",2020年06月08日,技术
北京,"负责地图数据生产编辑平台、质检平台的设计开发与功能实现；
负责机器学习数据标注、性能评测、样本管理等一系列前端工具开发工作；",CSIG16-地图WEB工程师（北京）,"计算机或相关专业本科以上学历，2年以上web前端开发工作经验；
熟练掌握（精通更好）HTML5/ES6/CSS3等Web开发技能，对Vue，webpack等技术非常熟悉；
对Web性能有较深的见解和相关处理方案；
有GIS行业工作经验优先；
具有良好的编程思想和编码习惯；
具有很强的学习能力和技术敏感度，有强烈的责任心和进取心，乐于学习和术分享，抗压能力强；",2020年06月08日,技术
北京,"参与腾讯地图智慧公交平台前端大数据可视化产品的研发工作，参与需求分析和功能设计，持续迭代产品功能
负责系统整体的性能优化及架构升级
不断改善产品性能，追求极致体验
不断探索前沿技术，技术驱动实现产品创新",CSIG16-地图交通web研发工程师,"本科及以上学历, 3年以上JavaScript/HTML/CSS Web项目研发经验.
计算机或相关专业，具有良好的数据结构和算法基础。
具有扎实的原生js基础。
熟悉主流js框架，如vue、react、angular、jquery等
热爱技术，关注前端领域技术发展
思路清晰，具备良好的沟通能力和团队协作精神",2020年06月08日,技术
北京,负责PCG信息流业务的研发工具建设，包括但不限于A/B实验平台、Debug等相关平台的前端/全栈开发工作。,PCG04-Web前端开发,"1. 本科以上学历，计算机或相关专业，对前端技术有热情，至少2年前端开发经验
2. 精通 JavaScript/HTML5/ES6/CSS3 等 Web 开发技能，具备良好的CSS功底
3. 熟练掌握至少一种当下主流的前端框架，如 Vue、React、Angular 等
4. 熟悉Web应用系统开发，对HTTP协议及Web服务器等有所理解，熟悉后台 Node.js、Go 等语言开发的优先
5. 有 Devops 经验者优先
6. 学习能力强，良好的沟通能力，强烈的责任心及团队合作精神，较强的抗压能力",2020年05月28日,技术
深圳,负责微视玩法编辑器（可视化配置模版，编辑素材）开发。,29912-Web 前端开发工程师-桌面工具方向,"熟练使用 HTML TypeScript
熟练使用至少一种主流前端框架 React Angular Vue
能够处理比较复杂的交互场景，如元素拖拽、自定义布局等
熟练使用 Web 前端 相关 NodeJS 工具

加分项
有使用过 Qt QML 开发桌面应用
有使用过 Electron 等桌面 Web 开发工具
有 HTML Canvas 2D 或 WebGL 相关经验",2020年05月28日,技术
西安,"岗位职责：
负责腾讯ToB产品腾讯企点账户中心、融合工作台、工单系统、营销自动化系统等平台或系统的前端开发和维护工作；
负责前端团队内部框架或组件的研发和维护工作；
负责重点项目的前端技术方案和架构的研发和维护工作；",19332-企点Web前端开发工程师(腾讯云全资子公司),"岗位要求：
本科以上学历，计算机或相关专业，2年及以上相关工作经验；
精通前端各项技术如JavaScript、TypeScript、CSS、HTML等，并至少熟悉一种后台语言，例如PHP、JAVA等，熟悉前后端协作迭代开发流程，可以熟悉使用Git版本管理工具；
精通前端常见开发框架，例如Vue、React、Backbone等，乐于研究和贡献，有开源框架开发经验优先，最好在Github上已有比较受欢迎的开源组件；
具备优秀的沟通和协作能力，能够承受比较大的工作压力，自我驱动力强；
需要有ToB业务或者大型前端工程开发经验，对前端技术架构安全、性能、稳定性等方面有研究者优先。

【注：此岗位为腾讯集团旗下全资子公司编制岗位】",2020年05月29日,技术
上海,"负责ToB SaaS业务的web前端业务、框架和组件的设计、开发和维护工作；
负责重点项目的前端技术方案和架构的研发和维护工作；",19332-SaaS产品Web前端高级开发工程师,"本科以上学历，计算机或相关专业，5年及以上相关工作经验；
精通前端各项技术如JavaScript、TypeScript、CSS、HTML等，并至少熟悉一种后台语言，例如JAVA等，熟悉前后端协作迭代开发流程，可以熟悉使用Git版本管理工具；
精通前端常见开发框架，例如Vue、React等，乐于研究和贡献，有开源框架开发经验优先，最好在Github上已有比较受欢迎的开源组件；
具备优秀的沟通和协作能力，能够承受比较大的工作压力，自我驱动力强；
需要有ToB业务或者大型前端工程开发经验，对前端技术架构安全、性能、稳定性等方面有研究者优先。",2020年05月29日,技术
深圳,"负责腾讯文档、TIM 在线办公业务的前端架构设计， Web & 小程序前端开发；
负责腾讯文档富文本开发，表格组件开发；
负责腾讯文档数据结构，多人协同文档冲突处理算法设计和优化；
提供极致高性能 Web 服务，海量运营；
钻研各种前沿技术和创新交互，增强用户体验、开拓前端能力边界；
参与 AlloyTeam 开源项目建设和效率工具研发。https://github.com/AlloyTeam",30361-腾讯文档 Alloyteam  Web 前端开发-(深圳),"计算机专业或相关专业大学本科以上学历，2年以上工作经验；
熟悉 Javascript/CSS 及主流前端类库、框架、工具，如 jQuery，React，Vue 等，有框架开发或贡献经验者优先；
熟悉 ES6/HTML5/CSS3 等新技术，对 JS 新特性、响应式布局、Web 动画等有深刻理解和使用经验者优先；
有大型 Web 前端项目开发和维护经验者优先；
有 Web 富文本编辑开发经验，有多人实时 Web 系统开发经验者优先
热爱分享，开源，有开源项目维护经验优先；
掌握至少一门服务器端编程语言，熟悉 HTTP、HTTPS 等常见网络协议，有服务器运维经验者优先。",2020年05月31日,技术
西安,"主要负责腾讯云国际站计费、IaC、Pulse Line等产品前端开发工作。
1.负责腾讯云国际站计费、IaC、Pulse Line等产品的前端开发工作；
2.负责内部工具、运营系统建设，追求更高研发效率；	
",25663-腾讯云国际产品web前端开发（腾讯云全资子公司）,"计算机或相关专业本科以上学历,5年以上web前端开发工作经验；
熟练掌握（精通更好）HTML5/ES6/CSS3等Web开发技能，对React，webpack等技术非常熟悉； 
具有node开发经验（经验丰富的加分）； 
对Web性能/安全有较深的见解和相关处理方案； 
对Web标准有良好认识，能够高保真还原设计稿，兼容各种浏览器； 
具有良好的编程思想和编码习惯； 
具有很强的学习能力和技术敏感度，有强烈的责任心和进取心，乐于学习和技术分享，抗压能力强。
备注：此岗位为腾讯集团旗下全资子公司编制岗位。",2020年06月01日,技术
广州,"负责QQ邮箱web前端平台开发工作；
打造效率工具的同时负责相关领域的技术难点攻关，技术框架的优化，产品性能深度优化等。
",WXG07-广研-QQ邮箱web前端开发工程师,"计算机专业或相关专业大学本科以上学历；
有扎实的计算机学科基础，熟悉常见的数据结构和算法；
1年以上工作经验； 
熟悉 Javascript/CSS 及主流前端类库、框架、工具，如 jQuery，React，Vue 等，有框架开发或贡献经验者优先；
熟悉 ES6/HTML5/CSS3/TS 等新技术，对 JS 新特性、响应式布局、前端性能等有深刻理解和使用经验者优先；
有大型 Web 前端项目开发和维护经验者优先。",2020年06月02日,技术
深圳,"负责微信支付商户管理平台前端架构和前沿技术研究的工作； 
负责微信支付商户管理平台开发； 
负责微信支付商户质量运营平台开发； 
负责微信支付服务运营平台开发。",28600-微信支付服务运营中心web前端开发工程师,"本科及以上学历，计算机软件或相关专业，5年以上前端开发经验； 
熟悉前端技术栈，熟悉各种浏览器平台的特性，能解决多平台多终端的兼容、适配问题； 
能够熟练使用Javascript，具有良好的编码习惯，了解不同ES版本的特性和差异，深入理解主流前端开发框架及数据管理工具，对前端组件化有一定的理解和思考；
有NodeJS的项目开发经验，有一定的中间层架构能力，理解前后端数据分离、数据治理、业务监控和安全防范，有前端CI持续集成、服务端渲染和前后端同构的项目经验；
逻辑分析能力强，善于从需求描述中抽象需求模型，并形成完整的系统设计和文档输出；具备良好的沟通能力和团队协作精神；
有一定的审美及设计判断力，较强的学习能力；具有小程序开发经验者优先。",2020年06月02日,技术
深圳,"持续打造高安全，高稳定，高业务扩展性的国民工具微信支付，助力研发平台相关系统的建设，为研发人员打造全流程的研发支撑体系。
* 负责商户资金业务账户资金、 退款、结算、分账业务的前端业务流程建设，包括web portal、小程序等业务场景；
* 负责建设面向运营的商家管理体系、运营工具体系，建设规范化、流程化、体系化、高效率的业务运营系统；
* 聚焦研发流程各环节的效率提升，配合持续交付和DevOps流程体系优化，设计并开发配套工具与系统，提升研发效能；",28603-微信支付商户核心web前端开发工程师,"1.计算机/互联网知识扎实、代码能力扎实、逻辑清晰、有技术追求，无法容忍工作中看到的不专业现象；
2.精通javascript，熟练掌握前端开发知识体系，熟悉前端工程的构建、打包、部署，能熟练运用各类前端工具；
3.熟悉业界常见的组件框架，能熟练的使用React、Angular、Vue等框架中的一种，并对其原理有过深入理解；
4.掌握[Nodejs/Python/PHP/C++/Java]中一种或多种开发语言，有全栈开发经验；
5.熟悉前端性能优化，掌握与后端交互数据，熟悉web领域内常见的安全问题及防控方式；
6.有比较好的软件开发基本功，熟悉数据结构和算法、网络知识，有面向对象设计能力；
7.追求的极致的用户体验，有效的通过监控、上报改善用户体验;
8.具备良好的逻辑思维、异常风险把控能力；
9.有良好的编码规范，代码精益求精，设计仔细推敲，关注系统指标；
10.具备良好的沟通能力，追求完美，有工作激情、乐于分享。",2020年06月03日,技术
武汉,"1.负责视频会议产品Web及小程序端业务开发；
2.负责视频会议业务开发；
3.负责视频会议稳定性及性能优化；
4.负责视频会议客户反馈问题跟进及效率工具开发；",22989-腾讯云视频会议Web端开发工程师（腾讯云全资子公司）,"1. 本科及以上学历，计算机或软件工程相关专业；
2. 2年以上Web开发经验，熟练使用JavaScript框架如React或Vue。
3. 具备扎实的数据结构和算法基础；
4. 具备良好的分析解决问题能力，良好的学习和分享习惯，工作积极主动，责任心强；
5. 具有webrtc开发经验或移动端开发经验者优先。

备注：此岗位为腾讯集团旗下全资子公司编制岗位",2020年07月14日,技术
长沙,"1.负责腾讯云DNSPod产品的系统研发工作；
2.完成系统前端功能及后端逻辑代码实现；
3.保障产品页面质量/性能表现，保证研发进度。",22989-web前端开发工程师（腾讯云全资子公司）,"1、本科以上学历，计算机相关专业，至少3年以上工作经验；
2、精通Javascript、html、css等前端开发技术，基础扎实；
3、熟悉当下主流的前端框架(react/vue等)，有react、redux开发经验优先；
4、熟悉HTTP、TCP/IP协议；拥有良好的安全意识，熟悉常见的网络安全攻防策略优先；
5、具有良好的分析问题、解决问题能力和学习热情；
6、有Node.js/PHP开发经验优先。
注：此岗位为腾讯集团旗下全资子公司编制岗位”",2020年07月14日,技术
深圳,负责微信数据平台web系统（主要包括数据展示平台、数据计算平台和数据自助平台）的设计、开发工作以及其产品在部门内的应用推广；提升微信大数据平台的影响力和易用性。,WXG02-微信数据平台web前端开发工程师（深圳）,"计算机相关专业本科及以上学历，一年以上开发工作经验； 
熟悉html/css/js等web前端技术；
熟悉Linux操作系统，熟悉Linux操作系统下的php/python开发；
理解web标准和兼容性，对可用性相关知识有实际的了解和实践经验；
有互联网运营平台开发和架构经验者优先。",2020年07月14日,技术
深圳,"负责开发PCG的媒体商业化和内容商业化的前端样式能力、链路优化、效率工具的研发，要求开发的系统具有高性能和高可靠性；
负责应用javascript和相关技术与后台、客户端(Android、iOS)进行交互通信； 
负责pc web和手机HTML5前端系统分析、优化与架构工作； 
熟悉Node.js服务端开发并具有linux等相关平台下开发经验者优先。",27092-商业化web前端高级工程师（深圳）,"本科及以上学历，计算机相关专业，3年及以上相关工作经验； 
精通javascript(es6、es7)、HTML语法，有一定的跨浏览器开发调试经验； 
熟悉http协议，具备web性能优化经验和web安全知识，能独立完成html、css的页面制作、具备良好的css功底； 
熟悉hybrid App的实现过程，利用客户端能力优化HTML5性能，具有Android、iOS相关客户端研发经验者优先；
熟悉Node.js后端Server研发，具有服务高并发、性能分析调优、后端服务架构经验者优先；
对广告行业及增长黑客有一定的了解，并能将经验、外界信息、数据分析、用户研究等洞察用户需求，并推演出优秀的解决方案；
良好的深度思考习惯，逻辑思维清晰，责任心，工作激情，学习心态和沟通能力出色；",2020年07月15日,技术
深圳,"1、负责腾讯云产品web前端页面的开发，维护和优化工作；
 2、负责页面相关的接入层的开发（nodejs）；
 3、负责前端框架的搭建，公共组件的开发和维护。",22989-web前端开发工程师,"本科及以上学历，计算机相关专业， 三年以上前端工作经验； 
精通HTML/CSS/JavaScript等前端开发语言，以及了解AJAX/HTML5/SPA等各种前端技术； 
掌握Vue/React中至少一种前端框架，并了解底层原理，掌握React优先； 
对nodejs有项目经验，或者至少熟悉一种后台语言，有后台编程经验优先； 
能够熟练使用linux环境下的常用操作；
良好的学习能力、沟通能力、团队协作能力、及分析问题解决问题能力，责任心强。",2020年07月15日,技术
